"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"G-7","HUR","TOT","PC_LF","M","1998-08",6.385903,"E"
"G-7","HUR","TOT","PC_LF","M","1998-09",6.396735,"E"
"G-7","HUR","TOT","PC_LF","M","1998-10",6.375484,"E"
"G-7","HUR","TOT","PC_LF","M","1998-11",6.348832,"E"
"G-7","HUR","TOT","PC_LF","M","1998-12",6.310801,"E"
"G-7","HUR","TOT","PC_LF","M","1999-01",6.262836,"E"
"G-7","HUR","TOT","PC_LF","M","1999-02",6.311007,"E"
"G-7","HUR","TOT","PC_LF","M","1999-03",6.215368,"E"
"G-7","HUR","TOT","PC_LF","M","1999-04",6.272702,"E"
"G-7","HUR","TOT","PC_LF","M","1999-05",6.155478,"E"
"G-7","HUR","TOT","PC_LF","M","1999-06",6.182482,"E"
"G-7","HUR","TOT","PC_LF","M","1999-07",6.18581,"E"
"G-7","HUR","TOT","PC_LF","M","1999-08",6.079429,"E"
"G-7","HUR","TOT","PC_LF","M","1999-09",6.059389,"E"
"G-7","HUR","TOT","PC_LF","M","1999-10",5.977794,"E"
"G-7","HUR","TOT","PC_LF","M","1999-11",5.903398,"E"
"G-7","HUR","TOT","PC_LF","M","1999-12",5.869812,"E"
"G-7","HUR","TOT","PC_LF","M","2000-01",5.843853,"E"
"G-7","HUR","TOT","PC_LF","M","2000-02",5.891764,"E"
"G-7","HUR","TOT","PC_LF","M","2000-03",5.831672,"E"
"G-7","HUR","TOT","PC_LF","M","2000-04",5.692266,"E"
"G-7","HUR","TOT","PC_LF","M","2000-05",5.713626,"E"
"G-7","HUR","TOT","PC_LF","M","2000-06",5.657969,"E"
"G-7","HUR","TOT","PC_LF","M","2000-07",5.652494,"E"
"G-7","HUR","TOT","PC_LF","M","2000-08",5.680441,"E"
"G-7","HUR","TOT","PC_LF","M","2000-09",5.607521,"E"
"G-7","HUR","TOT","PC_LF","M","2000-10",5.535267,"E"
"G-7","HUR","TOT","PC_LF","M","2000-11",5.555243,"E"
"G-7","HUR","TOT","PC_LF","M","2000-12",5.528145,"E"
"G-7","HUR","TOT","PC_LF","M","2001-01",5.6214,"E"
"G-7","HUR","TOT","PC_LF","M","2001-02",5.616585,"E"
"G-7","HUR","TOT","PC_LF","M","2001-03",5.623621,"E"
"G-7","HUR","TOT","PC_LF","M","2001-04",5.664043,"E"
"G-7","HUR","TOT","PC_LF","M","2001-05",5.688575,"E"
"G-7","HUR","TOT","PC_LF","M","2001-06",5.781653,"E"
"G-7","HUR","TOT","PC_LF","M","2001-07",5.823291,"E"
"G-7","HUR","TOT","PC_LF","M","2001-08",5.97644,"E"
"G-7","HUR","TOT","PC_LF","M","2001-09",6.041503,"E"
"G-7","HUR","TOT","PC_LF","M","2001-10",6.209729,"E"
"G-7","HUR","TOT","PC_LF","M","2001-11",6.332154,"E"
"G-7","HUR","TOT","PC_LF","M","2001-12",6.445934,"E"
"G-7","HUR","TOT","PC_LF","M","2002-01",6.375368,"E"
"G-7","HUR","TOT","PC_LF","M","2002-02",6.391064,"E"
"G-7","HUR","TOT","PC_LF","M","2002-03",6.413757,"E"
"G-7","HUR","TOT","PC_LF","M","2002-04",6.520747,"E"
"G-7","HUR","TOT","PC_LF","M","2002-05",6.481463,"E"
"G-7","HUR","TOT","PC_LF","M","2002-06",6.501253,"E"
"G-7","HUR","TOT","PC_LF","M","2002-07",6.481116,"E"
"G-7","HUR","TOT","PC_LF","M","2002-08",6.485902,"E"
"G-7","HUR","TOT","PC_LF","M","2002-09",6.464139,"E"
"G-7","HUR","TOT","PC_LF","M","2002-10",6.481762,"E"
"G-7","HUR","TOT","PC_LF","M","2002-11",6.518966,"E"
"G-7","HUR","TOT","PC_LF","M","2002-12",6.580261,"E"
"G-7","HUR","TOT","PC_LF","M","2003-01",6.569538,"E"
"G-7","HUR","TOT","PC_LF","M","2003-02",6.577999,"E"
"G-7","HUR","TOT","PC_LF","M","2003-03",6.617353,"E"
"G-7","HUR","TOT","PC_LF","M","2003-04",6.687336,"E"
"G-7","HUR","TOT","PC_LF","M","2003-05",6.726671,"E"
"G-7","HUR","TOT","PC_LF","M","2003-06",6.79761,"E"
"G-7","HUR","TOT","PC_LF","M","2003-07",6.701128,"E"
"G-7","HUR","TOT","PC_LF","M","2003-08",6.638147,"E"
"G-7","HUR","TOT","PC_LF","M","2003-09",6.667024,"E"
"G-7","HUR","TOT","PC_LF","M","2003-10",6.57955,"E"
"G-7","HUR","TOT","PC_LF","M","2003-11",6.532732,"E"
"G-7","HUR","TOT","PC_LF","M","2003-12",6.433457,"E"
"G-7","HUR","TOT","PC_LF","M","2004-01",6.451915,"E"
"G-7","HUR","TOT","PC_LF","M","2004-02",6.41579,"E"
"G-7","HUR","TOT","PC_LF","M","2004-03",6.499892,"E"
"G-7","HUR","TOT","PC_LF","M","2004-04",6.388968,"E"
"G-7","HUR","TOT","PC_LF","M","2004-05",6.372766,"E"
"G-7","HUR","TOT","PC_LF","M","2004-06",6.386127,"E"
"G-7","HUR","TOT","PC_LF","M","2004-07",6.353254,"E"
"G-7","HUR","TOT","PC_LF","M","2004-08",6.295383,"E"
"G-7","HUR","TOT","PC_LF","M","2004-09",6.27638,"E"
"G-7","HUR","TOT","PC_LF","M","2004-10",6.327368,"E"
"G-7","HUR","TOT","PC_LF","M","2004-11",6.299008,"E"
"G-7","HUR","TOT","PC_LF","M","2004-12",6.270778,"E"
"G-7","HUR","TOT","PC_LF","M","2005-01",6.212567,"E"
"G-7","HUR","TOT","PC_LF","M","2005-02",6.309732,"E"
"G-7","HUR","TOT","PC_LF","M","2005-03",6.215227,"E"
"G-7","HUR","TOT","PC_LF","M","2005-04",6.218655,"E"
"G-7","HUR","TOT","PC_LF","M","2005-05",6.212232,"E"
"G-7","HUR","TOT","PC_LF","M","2005-06",6.151674,"E"
"G-7","HUR","TOT","PC_LF","M","2005-07",6.115686,"E"
"G-7","HUR","TOT","PC_LF","M","2005-08",6.075375,"E"
"G-7","HUR","TOT","PC_LF","M","2005-09",6.138908,"E"
"G-7","HUR","TOT","PC_LF","M","2005-10",6.155263,"E"
"G-7","HUR","TOT","PC_LF","M","2005-11",6.173958,"E"
"G-7","HUR","TOT","PC_LF","M","2005-12",6.054746,"E"
"G-7","HUR","TOT","PC_LF","M","2006-01",5.987831,"E"
"G-7","HUR","TOT","PC_LF","M","2006-02",5.944684,"E"
"G-7","HUR","TOT","PC_LF","M","2006-03",5.8951,"E"
"G-7","HUR","TOT","PC_LF","M","2006-04",5.87575,"E"
"G-7","HUR","TOT","PC_LF","M","2006-05",5.800424,"E"
"G-7","HUR","TOT","PC_LF","M","2006-06",5.796921,"E"
"G-7","HUR","TOT","PC_LF","M","2006-07",5.820801,"E"
"G-7","HUR","TOT","PC_LF","M","2006-08",5.786308,"E"
"G-7","HUR","TOT","PC_LF","M","2006-09",5.693696,"E"
"G-7","HUR","TOT","PC_LF","M","2006-10",5.600437,"E"
"G-7","HUR","TOT","PC_LF","M","2006-11",5.600589,"E"
"G-7","HUR","TOT","PC_LF","M","2006-12",5.510305,"E"
"G-7","HUR","TOT","PC_LF","M","2007-01",5.620742,"E"
"G-7","HUR","TOT","PC_LF","M","2007-02",5.534888,"E"
"G-7","HUR","TOT","PC_LF","M","2007-03",5.437878,"E"
"G-7","HUR","TOT","PC_LF","M","2007-04",5.404325,"E"
"G-7","HUR","TOT","PC_LF","M","2007-05",5.342709,"E"
"G-7","HUR","TOT","PC_LF","M","2007-06",5.358528,"E"
"G-7","HUR","TOT","PC_LF","M","2007-07",5.401259,"E"
"G-7","HUR","TOT","PC_LF","M","2007-08",5.37175,"E"
"G-7","HUR","TOT","PC_LF","M","2007-09",5.416716,"E"
"G-7","HUR","TOT","PC_LF","M","2007-10",5.425988,"E"
"G-7","HUR","TOT","PC_LF","M","2007-11",5.364232,"E"
"G-7","HUR","TOT","PC_LF","M","2007-12",5.457991,"E"
"G-7","HUR","TOT","PC_LF","M","2008-01",5.476812,"E"
"G-7","HUR","TOT","PC_LF","M","2008-02",5.433355,"E"
"G-7","HUR","TOT","PC_LF","M","2008-03",5.478523,"E"
"G-7","HUR","TOT","PC_LF","M","2008-04",5.468639,"E"
"G-7","HUR","TOT","PC_LF","M","2008-05",5.668877,"E"
"G-7","HUR","TOT","PC_LF","M","2008-06",5.728435,"E"
"G-7","HUR","TOT","PC_LF","M","2008-07",5.814914,"E"
"G-7","HUR","TOT","PC_LF","M","2008-08",5.966541,"E"
"G-7","HUR","TOT","PC_LF","M","2008-09",5.985651,"E"
"G-7","HUR","TOT","PC_LF","M","2008-10",6.140612,"E"
"G-7","HUR","TOT","PC_LF","M","2008-11",6.362032,"E"
"G-7","HUR","TOT","PC_LF","M","2008-12",6.669005,"E"
"G-7","HUR","TOT","PC_LF","M","2009-01",6.972109,"E"
"G-7","HUR","TOT","PC_LF","M","2009-02",7.340161,"E"
"G-7","HUR","TOT","PC_LF","M","2009-03",7.631329,"E"
"G-7","HUR","TOT","PC_LF","M","2009-04",7.808527,"E"
"G-7","HUR","TOT","PC_LF","M","2009-05",8.043215,"E"
"G-7","HUR","TOT","PC_LF","M","2009-06",8.173311,"E"
"G-7","HUR","TOT","PC_LF","M","2009-07",8.193074,"E"
"G-7","HUR","TOT","PC_LF","M","2009-08",8.238739,"E"
"G-7","HUR","TOT","PC_LF","M","2009-09",8.314498,"E"
"G-7","HUR","TOT","PC_LF","M","2009-10",8.382382,"E"
"G-7","HUR","TOT","PC_LF","M","2009-11",8.352482,"E"
"G-7","HUR","TOT","PC_LF","M","2009-12",8.315546,"E"
"G-7","HUR","TOT","PC_LF","M","2010-01",8.273966,"E"
"G-7","HUR","TOT","PC_LF","M","2010-02",8.291191,"E"
"G-7","HUR","TOT","PC_LF","M","2010-03",8.283101,"E"
"G-7","HUR","TOT","PC_LF","M","2010-04",8.306842,"E"
"G-7","HUR","TOT","PC_LF","M","2010-05",8.160764,"E"
"G-7","HUR","TOT","PC_LF","M","2010-06",8.029399,"E"
"G-7","HUR","TOT","PC_LF","M","2010-07",7.992464,"E"
"G-7","HUR","TOT","PC_LF","M","2010-08",8.01687,"E"
"G-7","HUR","TOT","PC_LF","M","2010-09",8.023553,"E"
"G-7","HUR","TOT","PC_LF","M","2010-10",8.010222,"E"
"G-7","HUR","TOT","PC_LF","M","2010-11",8.102946,"E"
"G-7","HUR","TOT","PC_LF","M","2010-12",7.868406,"E"
"G-7","HUR","TOT","PC_LF","M","2011-01",7.759912,"E"
"G-7","HUR","TOT","PC_LF","M","2011-02",7.667788,"E"
"G-7","HUR","TOT","PC_LF","M","2011-03",7.608794,"E"
"G-7","HUR","TOT","PC_LF","M","2011-04",7.644753,"E"
"G-7","HUR","TOT","PC_LF","M","2011-05",7.639717,"E"
"G-7","HUR","TOT","PC_LF","M","2011-06",7.678404,"E"
"G-7","HUR","TOT","PC_LF","M","2011-07",7.643316,"E"
"G-7","HUR","TOT","PC_LF","M","2011-08",7.61093,"E"
"G-7","HUR","TOT","PC_LF","M","2011-09",7.64303,"E"
"G-7","HUR","TOT","PC_LF","M","2011-10",7.580928,"E"
"G-7","HUR","TOT","PC_LF","M","2011-11",7.539309,"E"
"G-7","HUR","TOT","PC_LF","M","2011-12",7.502398,"E"
"G-7","HUR","TOT","PC_LF","M","2012-01",7.423838,"E"
"G-7","HUR","TOT","PC_LF","M","2012-02",7.42047,"E"
"G-7","HUR","TOT","PC_LF","M","2012-03",7.432694,"E"
"G-7","HUR","TOT","PC_LF","M","2012-04",7.41542,"E"
"G-7","HUR","TOT","PC_LF","M","2012-05",7.394451,"E"
"G-7","HUR","TOT","PC_LF","M","2012-06",7.398368,"E"
"G-7","HUR","TOT","PC_LF","M","2012-07",7.382879,"E"
"G-7","HUR","TOT","PC_LF","M","2012-08",7.285899,"E"
"G-7","HUR","TOT","PC_LF","M","2012-09",7.224434,"E"
"G-7","HUR","TOT","PC_LF","M","2012-10",7.26819,"E"
"G-7","HUR","TOT","PC_LF","M","2012-11",7.2337,"E"
"G-7","HUR","TOT","PC_LF","M","2012-12",7.335927,"E"
"G-7","HUR","TOT","PC_LF","M","2013-01",7.436249,"E"
"G-7","HUR","TOT","PC_LF","M","2013-02",7.295235,"E"
"G-7","HUR","TOT","PC_LF","M","2013-03",7.194689,"E"
"G-7","HUR","TOT","PC_LF","M","2013-04",7.219018,"E"
"G-7","HUR","TOT","PC_LF","M","2013-05",7.179472,"E"
"G-7","HUR","TOT","PC_LF","M","2013-06",7.150648,"E"
"G-7","HUR","TOT","PC_LF","M","2013-07",6.998662,"E"
"G-7","HUR","TOT","PC_LF","M","2013-08",7.024318,"E"
"G-7","HUR","TOT","PC_LF","M","2013-09",6.992409,"E"
"G-7","HUR","TOT","PC_LF","M","2013-10",6.947707,"E"
"G-7","HUR","TOT","PC_LF","M","2013-11",6.82036,"E"
"G-7","HUR","TOT","PC_LF","M","2013-12",6.709567,"E"
"G-7","HUR","TOT","PC_LF","M","2014-01",6.631528,"E"
"G-7","HUR","TOT","PC_LF","M","2014-02",6.644864,"E"
"G-7","HUR","TOT","PC_LF","M","2014-03",6.618783,"E"
"G-7","HUR","TOT","PC_LF","M","2014-04",6.433049,"E"
"G-7","HUR","TOT","PC_LF","M","2014-05",6.43355,"E"
"G-7","HUR","TOT","PC_LF","M","2014-06",6.302058,"E"
"G-7","HUR","TOT","PC_LF","M","2014-07",6.373571,"E"
"G-7","HUR","TOT","PC_LF","M","2014-08",6.282276,"E"
"G-7","HUR","TOT","PC_LF","M","2014-09",6.231651,"E"
"G-7","HUR","TOT","PC_LF","M","2014-10",6.161271,"E"
"G-7","HUR","TOT","PC_LF","M","2014-11",6.16795,"E"
"G-7","HUR","TOT","PC_LF","M","2014-12",5.989343,"E"
"G-7","HUR","TOT","PC_LF","M","2015-01",6.034554,"E"
"G-7","HUR","TOT","PC_LF","M","2015-02",5.949633,"E"
"G-7","HUR","TOT","PC_LF","M","2015-03",5.931483,"E"
"G-7","HUR","TOT","PC_LF","M","2015-04",5.897941,"E"
"G-7","HUR","TOT","PC_LF","M","2015-05",5.96769,"E"
"G-7","HUR","TOT","PC_LF","M","2015-06",5.816478,"E"
"G-7","HUR","TOT","PC_LF","M","2015-07",5.714371,"E"
"G-7","HUR","TOT","PC_LF","M","2015-08",5.665518,"E"
"G-7","HUR","TOT","PC_LF","M","2015-09",5.643587,"E"
"G-7","HUR","TOT","PC_LF","M","2015-10",5.60408,"E"
"G-7","HUR","TOT","PC_LF","M","2015-11",5.610434,"E"
"G-7","HUR","TOT","PC_LF","M","2015-12",5.589722,"E"
"G-7","HUR","TOT","PC_LF","M","2016-01",5.507225,"E"
"G-7","HUR","TOT","PC_LF","M","2016-02",5.541206,"E"
"G-7","HUR","TOT","PC_LF","M","2016-03",5.551173,"E"
"G-7","HUR","TOT","PC_LF","M","2016-04",5.565402,"E"
"G-7","HUR","TOT","PC_LF","M","2016-05",5.42803,"E"
"G-7","HUR","TOT","PC_LF","M","2016-06",5.431131,"E"
"G-7","HUR","TOT","PC_LF","M","2016-07",5.35583,"E"
"G-7","HUR","TOT","PC_LF","M","2016-08",5.398856,"E"
"G-7","HUR","TOT","PC_LF","M","2016-09",5.442205,"E"
"G-7","HUR","TOT","PC_LF","M","2016-10",5.39643,"E"
"G-7","HUR","TOT","PC_LF","M","2016-11",5.342691,"E"
"G-7","HUR","TOT","PC_LF","M","2016-12",5.309385,"E"
"G-7","HUR","TOT","PC_LF","M","2017-01",5.247816,"E"
"G-7","HUR","TOT","PC_LF","M","2017-02",5.176392,"E"
"G-7","HUR","TOT","PC_LF","M","2017-03",5.076149,"E"
"G-7","HUR","TOT","PC_LF","M","2017-04",5.00396,"E"
"G-7","HUR","TOT","PC_LF","M","2017-05",5.056757,"E"
"G-7","HUR","TOT","PC_LF","M","2017-06",4.94578,"E"
"G-7","HUR","TOT","PC_LF","M","2017-07",4.942122,"E"
"G-7","HUR","TOT","PC_LF","M","2017-08",4.955228,"E"
"G-7","HUR","TOT","PC_LF","M","2017-09",4.866284,"E"
"G-7","HUR","TOT","PC_LF","M","2017-10",4.817614,"E"
"G-7","HUR","TOT","PC_LF","M","2017-11",4.79752,"E"
"G-7","HUR","TOT","PC_LF","M","2017-12",4.742099,"E"
"G-7","HUR","TOT","PC_LF","M","2018-01",4.661717,"E"
"G-7","HUR","TOT","PC_LF","M","2018-02",4.674144,"E"
"G-7","HUR","TOT","PC_LF","M","2018-03",4.644799,"E"
"G-7","HUR","TOT","PC_LF","M","2018-04",4.638394,"E"
"G-7","HUR","TOT","PC_LF","M","2018-05",4.477691,"E"
"G-7","HUR","TOT","PC_LF","M","2018-06",4.582489,"E"
"G-7","HUR","TOT","PC_LF","M","2018-07",4.470581,"E"
"G-7","HUR","TOT","PC_LF","M","2018-08",4.455369,"E"
"G-7","HUR","TOT","PC_LF","M","2018-09",4.403821,"E"
"G-7","HUR","TOT","PC_LF","M","2018-10",4.464267,"E"
"G-7","HUR","TOT","PC_LF","M","2018-11",4.436707,"E"
"G-7","HUR","TOT","PC_LF","M","2018-12",4.45803,"E"
"G-7","HUR","TOT","PC_LF","M","2019-01",4.511765,"E"
"G-7","HUR","TOT","PC_LF","M","2019-02",4.374952,"E"
"G-7","HUR","TOT","PC_LF","M","2019-03",4.377289,"E"
"G-7","HUR","TOT","PC_LF","M","2019-04",4.290312,"E"
"G-7","HUR","TOT","PC_LF","M","2019-05",4.244884,"E"
"G-7","HUR","TOT","PC_LF","M","2019-06",4.201252,"E"
"G-7","HUR","TOT","PC_LF","M","2019-07",4.209462,"E"
"G-7","HUR","TOT","PC_LF","M","2019-08",4.179407,"E"
"G-7","HUR","TOT","PC_LF","M","2019-09",4.141877,"E"
"G-7","HUR","TOT","PC_LF","M","2019-10",4.205257,"E"
"G-7","HUR","TOT","PC_LF","M","2019-11",4.212041,"E"
"G-7","HUR","TOT","PC_LF","M","2019-12",4.198236,"E"
"G-7","HUR","TOT","PC_LF","M","2020-01",4.201667,"E"
"G-7","HUR","TOT","PC_LF","M","2020-02",4.162494,"E"
"G-7","HUR","TOT","PC_LF","M","2020-03",4.555106,"E"
"G-7","HUR","TOT","PC_LF","M","2020-04",9.140404,"E"
"G-7","HUR","TOT","PC_LF","M","2020-05",8.642257,"E"
"G-7","HUR","TOT","PC_LF","M","2020-06",7.792542,"E"
"G-7","HUR","TOT","PC_LF","M","2020-07",7.536397,"E"
"G-7","HUR","TOT","PC_LF","M","2020-08",6.846876,"E"
"G-7","HUR","TOT","PC_LF","M","2020-09",6.580383,"E"
"G-7","HUR","TOT","PC_LF","M","2020-10",6.16064,"E"
"G-7","HUR","TOT","PC_LF","M","2020-11",5.974349,"E"
"G-7","HUR","TOT","PC_LF","M","2020-12",6.000216,"E"
"G-7","HUR","TOT","PC_LF","M","2021-01",5.886986,"E"
"G-7","HUR","TOT","PC_LF","M","2021-02",5.777842,"E"
"G-7","HUR","TOT","PC_LF","M","2021-03",5.585449,"E"
"G-7","HUR","TOT","PC_LF","M","2021-04",5.652455,"E"
"G-7","HUR","TOT","PC_LF","M","2021-05",5.486824,"E"
"G-7","HUR","TOT","PC_LF","M","2021-06",5.465925,"E"
"G-7","HUR","TOT","PC_LF","M","2021-07",5.166233,"E"
"G-7","HUR","TOT","PC_LF","M","2021-08",5.036816,"E"
"G-7","HUR","TOT","PC_LF","M","2021-09",4.822753,"E"
"G-7","HUR","TOT","PC_LF","M","2021-10",4.692286,"E"
"G-7","HUR","TOT","PC_LF","M","2021-11",4.503005,"E"
"G-7","HUR","TOT","PC_LF","M","2021-12",4.319538,"E"
"G-7","HUR","TOT","PC_LF","M","2022-01",4.351768,"E"
"G-7","HUR","TOT","PC_LF","M","2022-02",4.205363,"E"
"G-7","HUR","TOT","PC_LF","M","2022-03",4.077079,"E"
"G-7","HUR","TOT","PC_LF","M","2022-04",4.061779,"E"
"G-7","HUR","TOT","PC_LF","M","2022-05",4.064243,"E"
"G-7","HUR","TOT","PC_LF","M","2022-06",4.02559,"E"
"G-7","HUR","TOT","PC_LF","M","2022-07",3.924624,"E"
"G-7","HUR","TOT","PC_LF","M","2022-08",4.013294,"E"
"EA19","HUR","TOT","PC_LF","A","1991",7.840147,"E"
"EA19","HUR","TOT","PC_LF","A","1992",8.50725,"E"
"EA19","HUR","TOT","PC_LF","A","1993",10.16667,
"EA19","HUR","TOT","PC_LF","A","1994",10.85833,"B"
"EA19","HUR","TOT","PC_LF","A","1995",10.65,
"EA19","HUR","TOT","PC_LF","A","1996",10.78333,
"EA19","HUR","TOT","PC_LF","A","1997",10.75833,
"EA19","HUR","TOT","PC_LF","A","1998",10.55,
"EA19","HUR","TOT","PC_LF","A","1999",9.816667,
"EA19","HUR","TOT","PC_LF","A","2000",8.883333,
"EA19","HUR","TOT","PC_LF","A","2001",8.308333,
"EA19","HUR","TOT","PC_LF","A","2002",8.6,
"EA19","HUR","TOT","PC_LF","A","2003",9.116667,
"EA19","HUR","TOT","PC_LF","A","2004",9.358334,
"EA19","HUR","TOT","PC_LF","A","2005",9.216666,
"EA19","HUR","TOT","PC_LF","A","2006",8.491667,
"EA19","HUR","TOT","PC_LF","A","2007",7.6,
"EA19","HUR","TOT","PC_LF","A","2008",7.675,
"EA19","HUR","TOT","PC_LF","A","2009",9.658334,
"EA19","HUR","TOT","PC_LF","A","2010",10.23333,
"EA19","HUR","TOT","PC_LF","A","2011",10.25833,
"EA19","HUR","TOT","PC_LF","A","2012",11.46667,
"EA19","HUR","TOT","PC_LF","A","2013",12.09167,
"EA19","HUR","TOT","PC_LF","A","2014",11.675,
"EA19","HUR","TOT","PC_LF","A","2015",10.91667,
"EA19","HUR","TOT","PC_LF","A","2016",10.08333,
"EA19","HUR","TOT","PC_LF","A","2017",9.116667,
"EA19","HUR","TOT","PC_LF","A","2018",8.233334,
"EA19","HUR","TOT","PC_LF","A","2019",7.616667,
"EA19","HUR","TOT","PC_LF","A","2020",7.95,
"EA19","HUR","TOT","PC_LF","A","2021",7.725,
"EA19","HUR","TOT","PC_LF","Q","1990-Q3",7.64437,"E"
"EA19","HUR","TOT","PC_LF","Q","1990-Q4",7.759975,"E"
"EA19","HUR","TOT","PC_LF","Q","1991-Q1",7.809998,"E"
"EA19","HUR","TOT","PC_LF","Q","1991-Q2",7.797903,"E"
"EA19","HUR","TOT","PC_LF","Q","1991-Q3",7.809618,"E"
"EA19","HUR","TOT","PC_LF","Q","1991-Q4",7.943071,"E"
"EA19","HUR","TOT","PC_LF","Q","1992-Q1",8.157794,"E"
"EA19","HUR","TOT","PC_LF","Q","1992-Q2",8.291388,"E"
"EA19","HUR","TOT","PC_LF","Q","1992-Q3",8.584929,"E"
"EA19","HUR","TOT","PC_LF","Q","1992-Q4",8.994887,"E"
"EA19","HUR","TOT","PC_LF","Q","1993-Q1",9.533334,
"EA19","HUR","TOT","PC_LF","Q","1993-Q2",10.03333,
"EA19","HUR","TOT","PC_LF","Q","1993-Q3",10.4,
"EA19","HUR","TOT","PC_LF","Q","1993-Q4",10.7,
"EA19","HUR","TOT","PC_LF","Q","1994-Q1",10.86667,
"EA19","HUR","TOT","PC_LF","Q","1994-Q2",10.9,
"EA19","HUR","TOT","PC_LF","Q","1994-Q3",10.83333,
"EA19","HUR","TOT","PC_LF","Q","1994-Q4",10.83333,"B"
"EA19","HUR","TOT","PC_LF","Q","1995-Q1",10.66667,
"EA19","HUR","TOT","PC_LF","Q","1995-Q2",10.6,
"EA19","HUR","TOT","PC_LF","Q","1995-Q3",10.63333,
"EA19","HUR","TOT","PC_LF","Q","1995-Q4",10.7,
"EA19","HUR","TOT","PC_LF","Q","1996-Q1",10.76667,
"EA19","HUR","TOT","PC_LF","Q","1996-Q2",10.8,
"EA19","HUR","TOT","PC_LF","Q","1996-Q3",10.8,
"EA19","HUR","TOT","PC_LF","Q","1996-Q4",10.8,
"EA19","HUR","TOT","PC_LF","Q","1997-Q1",10.83333,
"EA19","HUR","TOT","PC_LF","Q","1997-Q2",10.83333,
"EA19","HUR","TOT","PC_LF","Q","1997-Q3",10.7,
"EA19","HUR","TOT","PC_LF","Q","1997-Q4",10.63333,
"EA19","HUR","TOT","PC_LF","Q","1998-Q1",10.5,
"EA19","HUR","TOT","PC_LF","Q","1998-Q2",10.56667,
"EA19","HUR","TOT","PC_LF","Q","1998-Q3",10.43333,
"EA19","HUR","TOT","PC_LF","Q","1998-Q4",10.26667,
"EA19","HUR","TOT","PC_LF","Q","1999-Q1",10,
"EA19","HUR","TOT","PC_LF","Q","1999-Q2",9.866667,
"EA19","HUR","TOT","PC_LF","Q","1999-Q3",9.733334,
"EA19","HUR","TOT","PC_LF","Q","1999-Q4",9.566667,
"EA19","HUR","TOT","PC_LF","Q","2000-Q1",9.3,
"EA19","HUR","TOT","PC_LF","Q","2000-Q2",9.033334,
"EA19","HUR","TOT","PC_LF","Q","2000-Q3",8.9,
"EA19","HUR","TOT","PC_LF","Q","2000-Q4",8.666667,
"EA19","HUR","TOT","PC_LF","Q","2001-Q1",8.433333,
"EA19","HUR","TOT","PC_LF","Q","2001-Q2",8.4,
"EA19","HUR","TOT","PC_LF","Q","2001-Q3",8.4,
"EA19","HUR","TOT","PC_LF","Q","2001-Q4",8.466666,
"EA19","HUR","TOT","PC_LF","Q","2002-Q1",8.5,
"EA19","HUR","TOT","PC_LF","Q","2002-Q2",8.6,
"EA19","HUR","TOT","PC_LF","Q","2002-Q3",8.733334,
"EA19","HUR","TOT","PC_LF","Q","2002-Q4",8.866667,
"EA19","HUR","TOT","PC_LF","Q","2003-Q1",9.066667,
"EA19","HUR","TOT","PC_LF","Q","2003-Q2",9.133333,
"EA19","HUR","TOT","PC_LF","Q","2003-Q3",9.1,
"EA19","HUR","TOT","PC_LF","Q","2003-Q4",9.166667,
"EA19","HUR","TOT","PC_LF","Q","2004-Q1",9.333333,
"EA19","HUR","TOT","PC_LF","Q","2004-Q2",9.333333,
"EA19","HUR","TOT","PC_LF","Q","2004-Q3",9.333333,
"EA19","HUR","TOT","PC_LF","Q","2004-Q4",9.366667,
"EA19","HUR","TOT","PC_LF","Q","2005-Q1",9.233334,
"EA19","HUR","TOT","PC_LF","Q","2005-Q2",9.3,
"EA19","HUR","TOT","PC_LF","Q","2005-Q3",9.133333,
"EA19","HUR","TOT","PC_LF","Q","2005-Q4",9.066667,
"EA19","HUR","TOT","PC_LF","Q","2006-Q1",8.866667,
"EA19","HUR","TOT","PC_LF","Q","2006-Q2",8.6,
"EA19","HUR","TOT","PC_LF","Q","2006-Q3",8.333333,
"EA19","HUR","TOT","PC_LF","Q","2006-Q4",8.1,
"EA19","HUR","TOT","PC_LF","Q","2007-Q1",7.9,
"EA19","HUR","TOT","PC_LF","Q","2007-Q2",7.633333,
"EA19","HUR","TOT","PC_LF","Q","2007-Q3",7.533333,
"EA19","HUR","TOT","PC_LF","Q","2007-Q4",7.4,
"EA19","HUR","TOT","PC_LF","Q","2008-Q1",7.366667,
"EA19","HUR","TOT","PC_LF","Q","2008-Q2",7.5,
"EA19","HUR","TOT","PC_LF","Q","2008-Q3",7.666667,
"EA19","HUR","TOT","PC_LF","Q","2008-Q4",8.133333,
"EA19","HUR","TOT","PC_LF","Q","2009-Q1",9.1,
"EA19","HUR","TOT","PC_LF","Q","2009-Q2",9.6,
"EA19","HUR","TOT","PC_LF","Q","2009-Q3",9.866667,
"EA19","HUR","TOT","PC_LF","Q","2009-Q4",10.13333,
"EA19","HUR","TOT","PC_LF","Q","2010-Q1",10.26667,
"EA19","HUR","TOT","PC_LF","Q","2010-Q2",10.3,
"EA19","HUR","TOT","PC_LF","Q","2010-Q3",10.2,
"EA19","HUR","TOT","PC_LF","Q","2010-Q4",10.2,
